,,,,,,,,,,,,,,,,,
企業名,中業界(メイン),中業界(サブ),本社所在地_都道府県,本社所在地,従業員数（範囲）,資本金（範囲）,売上（範囲）,企業HP,問い合わせフォーム,代表電話番号,代表メールアドレス,,,送信可否,日付,送信不可理由,
ソレアードテクノロジ株式会社,Webアプリ・サービス運営,"受託開発,eコマース",大阪府,大阪府大阪市中央区南船場２丁目１０番１２号,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://www.soleado-t.co.jp/,https://www.soleado-t.co.jp/,06-6120-6211,webmaster@soleado-t.co.jp,,,送信不可,, お問い合わせフォーム無し,
ゲヒルン株式会社,情報セキュリティ,"クラウド系/SaaS/ASPサービス,その他サービス,ITコンサル,Web制作,Webアプリ・サービス運営",東京都,東京都千代田区九段北１丁目３番６号,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://www.gehirn.co.jp/company/,https://www.gehirn.co.jp/contact/,03-3263-2203,contact@gehirn.co.jp,,,送信成功,2026/07/17,,
株式会社ＲＥＡ,Webアプリ・サービス運営,,東京都,東京都中央区八丁堀２丁目１４番１号,2: 10人以上~20人未満,,1: 1億円以上~3億円未満,https://rea-fun.com/company/,https://rea-fun.com/contact/,03-6264-1669,,,,送信成功,2026/07/17,,
株式会社えんメディアネット,Webアプリ・サービス運営,,福岡県,福岡県福岡市博多区住吉３丁目１２番１号えん博多ビル,2: 10人以上~20人未満,,0: 1億円未満,https://en-mn.jp/,https://en-mn.jp/contact/,,,,,送信成功,2026/07/17,,
ＦＩＧ株式会社,Webアプリ・サービス運営,,大分県,大分県大分市東大道２丁目５番６０号,2: 10人以上~20人未満,3: 10億円以上~50億円未満,4: 50億円以上~300億円未満,https://www.figinc.jp/corporate/profile/,https://www.figinc.jp/contact/,097-576-8730,,,,送信成功,2026/07/17,,
日本信用情報サービス株式会社,クラウド系/SaaS/ASPサービス,,神奈川県,神奈川県横浜市中区山下町２番地,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://jcis.co.jp/,https://jcis.co.jp/contact/,,,,,送信成功,2026/07/21,,
ランク王株式会社,Webアプリ・サービス運営,,東京都,東京都渋谷区桜丘町２１番４号渋谷桜丘ビル３Ｆ,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://rank-king.co.jp/,https://rank-king.co.jp/contact,,,,,送信成功,2026/07/21,,
株式会社みんなシステムズ,Webアプリ・サービス運営,受託開発,長崎県,長崎県佐世保市松浦町５－１３グリーンビル２０５,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://minna-systems.co.jp/,https://minna-systems.co.jp/contacts/,,info@minna-systems.co.jp,,,送信成功,2026/07/21,,
株式会社ファンリピート,Webアプリ・サービス運営,,東京都,東京都千代田区神田須田町１丁目１２－３アルカディアビル９階,2: 10人以上~20人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://funrepeat.com/,https://funrepeat.com/contact,,contact@funrepeat.com,,,送信成功,2026/07/21,,
株式会社ジュエルケースネット,情報セキュリティ,"ITコンサル,ITインフラストラクチャー,Webアプリ・サービス運営,人材派遣",東京都,東京都品川区西五反田１丁目１１番１号,2: 10人以上~20人未満,,1: 1億円以上~3億円未満,http://www.jewel-case.net/jewel_hp/templates/pages/company_information.html,http://www.jewel-case.net/jewel_hp/templates/pages/contact.html,03-6803-6343,info@jewel-case.net,,,送信不可,, お問い合わせフォーム無し,
株式会社テクサー,Webアプリ・サービス運営,,東京都,東京都多摩市鶴牧１丁目１番地１４コージィーコート２Ｆ１,2: 10人以上~20人未満,"1: 5,000万円以上~3億円未満",1: 1億円以上~3億円未満,https://techsor.co.jp/profile,https://techsor.co.jp/contact,042-400-7582,info@techsor.co.jp,,,送信不可,,URL・記号を含むことができない,
株式会社アプロ総研,Webアプリ・サービス運営,"クラウド系/SaaS/ASPサービス,その他IT",大阪府,大阪府大阪市東成区中本３丁目１７番１０号,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://www.apro-soken.co.jp/corporate/,http://www.apro-soken.co.jp/inquiry/,,,,,送信成功,2026/07/21,,
ボールドライト株式会社,Webアプリ・サービス運営,その他IT,東京都,東京都港区六本木１丁目６番１号泉ガーデンタワー３７階,2: 10人以上~20人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://boldright.co.jp/about/,https://boldright.co.jp/contact/,,info@boldright.co.jp,,,送信成功,2026/07/21,,
Ｇｌｏｂａｌ　Ｗａｌｋｅｒｓ株式会社,Webアプリ・サービス運営,"コンテンツ制作,その他IT,イベント,ゲーム開発,デジタル系コンテンツ",東京都,東京都品川区西五反田２丁目２５番２号,2: 10人以上~20人未満,"1: 5,000万円以上~3億円未満",2: 3億円以上~10億円未満,https://www.globalwalkers.co.jp/company/,https://docs.google.com/forms/d/e/1FAIpQLSf0IpXGX3o5wdDOd0jEWooCcvEk3GQXYO_iZQ4ZCmfN44c9wg/viewform?usp=sf_link,03-6417-9101,contact@globalwalkers.co.jp,,,送信不可,, お問い合わせフォーム無し,
株式会社学びと成長しくみデザイン研究所,Webアプリ・サービス運営,,兵庫県,兵庫県神戸市兵庫区小松通３丁目３番１３号,2: 10人以上~20人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://manabi-labo.co.jp/company/,https://manabi-labo.co.jp/contact/,078-777-8537,,,,送信不可,,必須項目の入力ができない（情報不足など）,
株式会社ウェブチップス,Webアプリ・サービス運営,"クラウド系/SaaS/ASPサービス,企業研修,受託開発,ソフトウェア販売",徳島県,徳島県徳島市南末広町４番５３号,2: 10人以上~20人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://www.web-tips.co.jp/company/,http://www.web-tips.co.jp/inquiry/,088-678-6619,,,,送信成功,2026/07/21,,
株式会社ＭＡＴＣＨＡ,Webアプリ・サービス運営,"その他マスコミ・出版,デザイン",東京都,東京都中央区東日本橋２丁目２４番９号,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://company.matcha-jp.com/,https://company.matcha-jp.com/info,,general@matcha-jp.com,,,送信不可,,営業禁止の記載あり,
株式会社テーブルクロス,Webアプリ・サービス運営,,東京都,東京都渋谷区千駄ヶ谷５丁目２７番５号リンクスクエア新宿Ｗｅｗｏｒｋ,2: 10人以上~20人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://tablecross.com/ja/,https://tablecross.com/en/contact-us/,03-4455-4777,info@byfood.com,,,送信成功,2026/07/21,,
Ｂｅａｔｒｕｓｔ株式会社,クラウド系/SaaS/ASPサービス,,東京都,東京都港区赤坂１丁目１４番１４号第３５興和ビル３Ｆ３０６,2: 10人以上~20人未満,,2: 3億円以上~10億円未満,https://corp.beatrust.com/news/office-transfer,https://beatrust.com/contact/,,,,,送信不可,,必須項目の入力ができない（情報不足など）,
ｓｋｙＡＣＥ株式会社,Webアプリ・サービス運営,,東京都,東京都中央区日本橋小伝馬町１８－１,2: 10人以上~20人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://dx.skyace.co.jp/,,03-6264-9922,,,,送信不可,,営業禁止の記載あり,
Ｘ‐ＯＮＥ株式会社,Webアプリ・サービス運営,,東京都,東京都千代田区神田錦町３丁目２０番地,2: 10人以上~20人未満,"1: 5,000万円以上~3億円未満",1: 1億円以上~3億円未満,https://linksports.co.jp/,,,SIA-info@linksports.co.jp,,,送信不可,,別サイトに遷移してしまう・サイトが開けない,
株式会社フェニックス,Webアプリ・サービス運営,"その他サービス,人材派遣,受託開発",愛知県,愛知県名古屋市中区錦１丁目１７番２６号,2: 10人以上~20人未満,,1: 1億円以上~3億円未満,http://phx-net.co.jp/?p=172,http://phx-net.co.jp/?page_id=461,052-228-7658,,,,送信成功,2026/07/21,,
リクロマ株式会社,Webアプリ・サービス運営,,東京都,東京都渋谷区南平台町１番１０号,2: 10人以上~20人未満,,1: 1億円以上~3億円未満,https://rechroma.co.jp,https://rechroma.co.jp/inquiry/,,info@rechroma.co.jp,,,送信成功,2026/07/21,,
株式会社スリービー・ラボラトリーズ,医療機器,その他製造,東京都,東京都渋谷区幡ヶ谷１丁目２番２号京王幡ヶ谷ビル,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://3b-laboratories.com/,http://3b-lab.jp/contact,03-5309-2801,info@3b-lab.jp,,,送信成功,2026/07/21,,
ＪＥインターナショナル株式会社,Webアプリ・サービス運営,"その他IT,AI",岐阜県,岐阜県岐阜市加納城南通１丁目１９番地,2: 10人以上~20人未満,,2: 3億円以上~10億円未満,https://jeih.co.jp/company/,https://jeih.co.jp/contact/,058-216-1917,,,,送信成功,2026/07/21,,
ヒューフレディ・ジャパン合同会社,医療機器,"セミナー,企業研修",東京都,東京都千代田区外神田６丁目１３番１０号,2: 10人以上~20人未満,,2: 3億円以上~10億円未満,https://www.hu-friedy.co.jp/about,https://www.hu-friedy.co.jp/contact/feedback,03-4550-0660,hfjcares@hu-friedy.com,,,送信不可,, お問い合わせフォーム無し,
合同会社ライアットゲームズ,ゲーム開発,"ソーシャルゲーム・スマホゲーム,その他ゲーム,イベント",東京都,東京都港区六本木６丁目１０番１号六本木ヒルズ森タワー,2: 10人以上~20人未満,,3: 10億円以上~50億円未満,https://www.riotgames.com/ja/commercial-transactions,,03-4510-2348,supportjp@riotgames.com,,,送信不可,, お問い合わせフォーム無し,
株式会社ＤＩＲＩＧＩＯ,Webアプリ・サービス運営,その他サービス,東京都,東京都目黒区中目黒１丁目１番１７号,2: 10人以上~20人未満,,1: 1億円以上~3億円未満,http://dirigio.jp/index.html,https://docs.google.com/forms/d/e/1FAIpQLSfKxCDEk_XyA_W66z1Cg-ish3xDc6ztC6tU3IWHplORxeipyg/viewform,,,,,送信成功,2026/07/21,,
オンワ株式会社,医療機器,,埼玉県,埼玉県飯能市緑町３番地７,2: 10人以上~20人未満,,2: 3億円以上~10億円未満,http://onwa.co.jp/,https://www.hochoki-store.com/contact/,042-971-3567,,,,送信不可,, お問い合わせフォーム無し,
株式会社ブレイブテクノロジー,Webアプリ・サービス運営,受託開発,大阪府,大阪府大阪市北区堂山町１番５号,2: 10人以上~20人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://bravetechnology.co.jp/,https://bravetechnology.co.jp/contact/,050-3627-6888,contact@bravetechnology.co.jp,,,送信成功,2026/07/21,,
株式会社レジェンド,Webアプリ・サービス運営,"電子部品,その他製造",奈良県,奈良県生駒郡斑鳩町興留６丁目１５番６号,2: 10人以上~20人未満,,2: 3億円以上~10億円未満,https://www.legend-jp.com/index.html,https://www.legend-jp.com/index.html,0745-44-8050,info@legend-jp.com,,,送信成功,2026/07/21,,
株式会社メディカル・イズシー,Webアプリ・サービス運営,"医療機器,ITコンサル,医療コンサル",長崎県,長崎県佐世保市卸本町３番地,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://medicalisc.co.jp/,https://medicalisc.co.jp/contact,0956-33-7711,,,,送信不可,,営業禁止の記載あり,
株式会社スカイシステム,Webアプリ・サービス運営,,東京都,東京都中央区日本橋人形町３丁目１番１７号,2: 10人以上~20人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://www.sky-system.net/company/infomation.html,http://www.sky-system.net/contact/form.html,03-5847-3551,,,,送信成功,2026/07/21,,
株式会社ＤＥＥＣＨ,Webアプリ・サービス運営,"展示会・販促イベント,CM制作・映像制作,Web制作,広告制作,イベント,業務請負,経営コンサル,その他建設・工事",東京都,東京都千代田区内幸町２丁目１番６号日比谷パークフロント１９Ｆ,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://deech.co.jp/company/,https://deech.co.jp/contact/,03-3665-5070,info@deech.co.jp,,,送信不可,,文字数制限,
株式会社Ｇｎｚｏ,Webアプリ・サービス運営,,神奈川県,神奈川県横浜市青葉区美しが丘４丁目５４番地６,2: 10人以上~20人未満,"1: 5,000万円以上~3億円未満",1: 1億円以上~3億円未満,https://gnzo.com/aboutus.html,,045-909-1137,info@gnzo.com,,,送信不可,, お問い合わせフォーム無し,
株式会社ベストエンタープライズ,Webアプリ・サービス運営,"ITコンサル,eコマース,経営コンサル",埼玉県,埼玉県さいたま市南区南浦和２丁目３９－２第一大雄ビル７０２,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,http://b-ent.co.jp/index.html,,090-5807-5264,info@b-ent.co.jp,,,送信不可,, お問い合わせフォーム無し,
株式会社ブランコ・ジャパン,Webアプリ・サービス運営,情報セキュリティ,東京都,東京都港区南青山２丁目２３番８号外苑ビル５Ｆ,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://www.blancco.com/ja,https://blancco.com/ja/contact-us/,03-5772-7491,sales.japan@blancco.com,,,送信成功,2026/07/21,,
合同会社リトルプロパティ,Webアプリ・サービス運営,スマホアプリ,東京都,東京都荒川区西日暮里５丁目１番１９号,2: 10人以上~20人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://litopro.co.jp/,https://litopro.co.jp/contact/,,,,,送信成功,2026/07/21,,
ＤｉＣＥ　ＪＡＰＡＮ株式会社,Webアプリ・サービス運営,業務請負,大阪府,大阪府大阪市西区江戸堀１丁目２３番１９号グランビルド江戸堀７０６,2: 10人以上~20人未満,,1: 1億円以上~3億円未満,http://psy-cholo.com,https://dicejapan.co.jp/contact/,,,,,送信成功,2026/07/21,,
株式会社ウイング,Webアプリ・サービス運営,,愛知県,愛知県名古屋市中村区名駅南１丁目２４－２０,2: 10人以上~20人未満,,1: 1億円以上~3億円未満,http://www.wing-corp.co.jp/company/company_profile.html,http://www.wing-corp.co.jp/inquiry/index.html,052-684-9906,info@wing-corp.co.jp,,,送信不可,,メールに遷移・Googleフォーム,
